epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3644.85,0.7815,0.49272,1.04965,0.79017,0.66277,0.73445,0.41975,1.57145,1.08,1.57404,0.0001685,0.0001685,0.0001685
187,3663.96,0.77261,0.49508,1.04416,0.7878,0.65887,0.72832,0.41731,1.57843,1.09408,1.57418,0.0001586,0.0001586,0.0001586
188,3683.04,0.77055,0.49391,1.06042,0.78685,0.66082,0.72963,0.41284,1.59292,1.09581,1.59201,0.0001487,0.0001487,0.0001487
189,3702.1,0.7589,0.48572,1.05027,0.78393,0.65692,0.72719,0.41071,1.60657,1.10085,1.60964,0.0001388,0.0001388,0.0001388
190,3720.98,0.75129,0.49311,1.04979,0.80787,0.64752,0.72773,0.41853,1.59203,1.08075,1.6018,0.0001289,0.0001289,0.0001289
191,3758.58,0.73907,0.44757,1.02596,0.78582,0.66667,0.73229,0.42073,1.57473,1.05311,1.59404,0.000119,0.000119,0.000119
192,3777.64,0.72314,0.43062,1.01989,0.7725,0.65692,0.73435,0.41108,1.59214,1.07322,1.60966,0.0001091,0.0001091,0.0001091
193,3796.67,0.71828,0.42282,1.00797,0.76751,0.67251,0.73845,0.42192,1.60067,1.07104,1.62644,9.92e-05,9.92e-05,9.92e-05
194,3815.58,0.73254,0.42597,1.02534,0.77281,0.66862,0.7268,0.413,1.61259,1.06604,1.63553,8.93e-05,8.93e-05,8.93e-05
195,3834.62,0.71436,0.41513,1.01353,0.78047,0.66667,0.73679,0.41737,1.59467,1.07649,1.61501,7.94e-05,7.94e-05,7.94e-05
196,3853.65,0.71196,0.416,1.00493,0.77526,0.66472,0.74093,0.418,1.5955,1.08187,1.62174,6.95e-05,6.95e-05,6.95e-05
197,3872.64,0.71217,0.414,1.00852,0.77886,0.66597,0.73644,0.42012,1.58297,1.06338,1.61284,5.96e-05,5.96e-05,5.96e-05
198,3891.59,0.69742,0.40632,0.9983,0.78285,0.66472,0.73714,0.41708,1.59004,1.07774,1.62215,4.97e-05,4.97e-05,4.97e-05
199,3910.64,0.68647,0.40418,1.00088,0.78849,0.65887,0.73902,0.41942,1.58842,1.0835,1.6194,3.98e-05,3.98e-05,3.98e-05
200,3929.68,0.7,0.40883,1.00208,0.78379,0.65887,0.7373,0.42065,1.58646,1.07993,1.6196,2.99e-05,2.99e-05,2.99e-05
